"","Date","JonesExp","BanksExpSWP","BanksExpCVP","Alt"
"434",1957-11-30,"0","0","0","EXP1 090623"
"435",1957-12-31,"0","0","0","EXP1 090623"
"436",1958-01-31,"0","0","0","EXP1 090623"
"437",1958-02-28,"0","0","0","EXP1 090623"
"438",1958-03-31,"0","0","0","EXP1 090623"
"439",1958-04-30,"0","0","0","EXP1 090623"
"440",1958-05-31,"0","0","0","EXP1 090623"
"441",1958-06-30,"0","0","0","EXP1 090623"
"442",1958-07-31,"0","0","0","EXP1 090623"
"443",1958-08-31,"0","0","0","EXP1 090623"
"444",1958-09-30,"0","0","0","EXP1 090623"
"445",1958-10-31,"0","0","0","EXP1 090623"
"446",1958-11-30,"0","0","0","EXP1 090623"
"447",1958-12-31,"0","0","0","EXP1 090623"
"448",1959-01-31,"0","0","0","EXP1 090623"
"449",1959-02-28,"0","0","0","EXP1 090623"
"450",1959-03-31,"0","0","0","EXP1 090623"
"451",1959-04-30,"0","0","0","EXP1 090623"
"452",1959-05-31,"0","0","0","EXP1 090623"
"453",1959-06-30,"0","0","0","EXP1 090623"
"454",1959-07-31,"0","0","0","EXP1 090623"
"455",1959-08-31,"0","0","0","EXP1 090623"
"456",1959-09-30,"0","0","0","EXP1 090623"
"457",1959-10-31,"0","0","0","EXP1 090623"
"458",1959-11-30,"0","0","0","EXP1 090623"
"459",1959-12-31,"0","0","0","EXP1 090623"
"460",1960-01-31,"0","0","0","EXP1 090623"
"461",1960-02-29,"0","0","0","EXP1 090623"
"462",1960-03-31,"0","0","0","EXP1 090623"
"463",1960-04-30,"0","0","0","EXP1 090623"
"464",1960-05-31,"0","0","0","EXP1 090623"
"465",1960-06-30,"0","0","0","EXP1 090623"
"466",1960-07-31,"0","0","0","EXP1 090623"
"467",1960-08-31,"0","0","0","EXP1 090623"
"468",1960-09-30,"0","0","0","EXP1 090623"
"469",1960-10-31,"0","0","0","EXP1 090623"
"470",1960-11-30,"0","0","0","EXP1 090623"
"471",1960-12-31,"0","0","0","EXP1 090623"
"472",1961-01-31,"0","0","0","EXP1 090623"
"473",1961-02-28,"0","0","0","EXP1 090623"
"474",1961-03-31,"0","0","0","EXP1 090623"
"475",1961-04-30,"0","0","0","EXP1 090623"
"476",1961-05-31,"0","0","0","EXP1 090623"
"477",1961-06-30,"0","0","0","EXP1 090623"
"478",1961-07-31,"0","0","0","EXP1 090623"
"479",1961-08-31,"0","0","0","EXP1 090623"
"480",1961-09-30,"0","0","0","EXP1 090623"
"481",1961-10-31,"0","0","0","EXP1 090623"
"482",1961-11-30,"0","0","0","EXP1 090623"
"483",1961-12-31,"0","0","0","EXP1 090623"
"484",1962-01-31,"0","0","0","EXP1 090623"
"485",1962-02-28,"0","0","0","EXP1 090623"
"486",1962-03-31,"0","0","0","EXP1 090623"
"487",1962-04-30,"0","0","0","EXP1 090623"
"488",1962-05-31,"0","0","0","EXP1 090623"
"489",1962-06-30,"0","0","0","EXP1 090623"
"490",1962-07-31,"0","0","0","EXP1 090623"
"491",1962-08-31,"0","0","0","EXP1 090623"
"492",1962-09-30,"0","0","0","EXP1 090623"
"493",1962-10-31,"0","0","0","EXP1 090623"
"494",1962-11-30,"0","0","0","EXP1 090623"
"495",1962-12-31,"0","0","0","EXP1 090623"
"496",1963-01-31,"0","0","0","EXP1 090623"
"497",1963-02-28,"0","0","0","EXP1 090623"
"498",1963-03-31,"0","0","0","EXP1 090623"
"499",1963-04-30,"0","0","0","EXP1 090623"
"500",1963-05-31,"0","0","0","EXP1 090623"
"501",1963-06-30,"0","0","0","EXP1 090623"
"502",1963-07-31,"0","0","0","EXP1 090623"
"503",1963-08-31,"0","0","0","EXP1 090623"
"504",1963-09-30,"0","0","0","EXP1 090623"
"505",1963-10-31,"0","0","0","EXP1 090623"
"506",1963-11-30,"0","0","0","EXP1 090623"
"507",1963-12-31,"0","0","0","EXP1 090623"
"508",1964-01-31,"0","0","0","EXP1 090623"
"509",1964-02-29,"0","0","0","EXP1 090623"
"510",1964-03-31,"0","0","0","EXP1 090623"
"511",1964-04-30,"0","0","0","EXP1 090623"
"512",1964-05-31,"0","0","0","EXP1 090623"
"513",1964-06-30,"0","0","0","EXP1 090623"
"514",1964-07-31,"0","0","0","EXP1 090623"
"515",1964-08-31,"0","0","0","EXP1 090623"
"516",1964-09-30,"0","0","0","EXP1 090623"
"517",1964-10-31,"0","0","0","EXP1 090623"
"518",1964-11-30,"0","0","0","EXP1 090623"
"519",1964-12-31,"0","0","0","EXP1 090623"
"520",1965-01-31,"0","0","0","EXP1 090623"
"521",1965-02-28,"0","0","0","EXP1 090623"
"522",1965-03-31,"0","0","0","EXP1 090623"
"523",1965-04-30,"0","0","0","EXP1 090623"
"524",1965-05-31,"0","0","0","EXP1 090623"
"525",1965-06-30,"0","0","0","EXP1 090623"
"526",1965-07-31,"0","0","0","EXP1 090623"
"527",1965-08-31,"0","0","0","EXP1 090623"
"528",1965-09-30,"0","0","0","EXP1 090623"
"529",1965-10-31,"0","0","0","EXP1 090623"
"530",1965-11-30,"0","0","0","EXP1 090623"
